Set ID,Section,Condition,Times Sold,Total Qty,Total Lots,Min Price (EUR),Avg Price (EUR),Qty Avg Price (EUR),Max Price (EUR),ScrapeTimestampUTC
7644-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-15T07:06:55.941421
7644-1,Last 6 Months Sales,Used,9.0,9,,100.0,131.15,131.15,153.6,2025-10-15T07:06:55.941421
7644-1,Current Items for Sale,New,,2,2.0,311.6,367.33,367.33,423.06,2025-10-15T07:06:55.941421
7644-1,Current Items for Sale,Used,,12,11.0,105.57,140.77,140.71,173.11,2025-10-15T07:06:55.941421
7649-1,Last 6 Months Sales,New,2.0,2,,258.13,279.28,279.28,300.43,2025-10-15T07:09:00.780162
7649-1,Last 6 Months Sales,Used,6.0,6,,160.0,188.26,188.26,227.98,2025-10-15T07:09:00.780162
7649-1,Current Items for Sale,New,,1,1.0,502.03,502.03,502.03,502.03,2025-10-15T07:09:00.780162
7649-1,Current Items for Sale,Used,,3,3.0,174.07,233.65,233.65,276.94,2025-10-15T07:09:00.780162
7675-1,Last 6 Months Sales,New,7.0,7,,396.62,487.46,487.46,560.0,2025-10-15T07:11:07.339558
7675-1,Last 6 Months Sales,Used,41.0,41,,5.09,128.53,128.53,282.46,2025-10-15T07:11:07.339558
7675-1,Current Items for Sale,New,,27,27.0,399.95,566.69,566.69,850.0,2025-10-15T07:11:07.339558
7675-1,Current Items for Sale,Used,,52,50.0,56.26,177.19,176.65,389.5,2025-10-15T07:11:07.339558
7680-1,Last 6 Months Sales,New,5.0,5,,280.06,317.71,317.71,339.07,2025-10-15T07:12:18.620954
7680-1,Last 6 Months Sales,Used,8.0,8,,86.9,129.39,129.39,155.51,2025-10-15T07:12:18.620954
7680-1,Current Items for Sale,New,,14,14.0,219.65,298.66,298.66,432.79,2025-10-15T07:12:18.620954
7680-1,Current Items for Sale,Used,,14,14.0,93.73,175.92,175.92,259.67,2025-10-15T07:12:18.620954
7744-1,Last 6 Months Sales,New,1.0,1,,158.41,158.41,158.41,158.41,2025-10-15T07:14:16.111101
7744-1,Last 6 Months Sales,Used,17.0,17,,44.95,68.12,68.12,130.75,2025-10-15T07:14:16.111101
7744-1,Current Items for Sale,New,,6,6.0,233.71,274.16,274.16,346.23,2025-10-15T07:14:16.111101
7744-1,Current Items for Sale,Used,,41,41.0,0.98,79.61,79.61,199.0,2025-10-15T07:14:16.111101
10191-1,Last 6 Months Sales,New,2.0,2,,151.22,165.11,165.11,179.0,2025-10-15T07:15:40.867708
10191-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-15T07:15:40.867708
10191-1,Current Items for Sale,New,,7,6.0,169.21,205.62,206.96,299.42,2025-10-15T07:15:40.867708
10191-1,Current Items for Sale,Used,,4,4.0,62.31,64.09,64.09,64.92,2025-10-15T07:15:40.867708
10192-1,Last 6 Months Sales,New,4.0,4,,68.68,77.6,77.6,82.31,2025-10-15T07:17:39.401037
10192-1,Last 6 Months Sales,Used,1.0,1,,55.21,55.21,55.21,55.21,2025-10-15T07:17:39.401037
10192-1,Current Items for Sale,New,,12,11.0,67.7,102.91,101.41,150.0,2025-10-15T07:17:39.401037
10192-1,Current Items for Sale,Used,,3,3.0,55.39,63.66,63.66,75.0,2025-10-15T07:17:39.401037
10200-1,Last 6 Months Sales,New,2.0,2,,87.5,97.11,97.11,106.73,2025-10-15T07:19:24.603242
10200-1,Last 6 Months Sales,Used,2.0,2,,43.38,61.54,61.54,79.7,2025-10-15T07:19:24.603242
10200-1,Current Items for Sale,New,,17,15.0,100.0,119.18,118.16,173.12,2025-10-15T07:19:24.603242
10200-1,Current Items for Sale,Used,,10,10.0,33.75,85.56,85.56,139.0,2025-10-15T07:19:24.603242
5974-1,Last 6 Months Sales,New,3.0,3,,25.59,84.3,84.3,149.46,2025-10-15T07:21:31.526435
5974-1,Last 6 Months Sales,Used,8.0,8,,39.32,98.69,98.69,130.96,2025-10-15T07:21:31.526435
5974-1,Current Items for Sale,New,,12,8.0,207.74,323.48,302.96,390.0,2025-10-15T07:21:31.526435
5974-1,Current Items for Sale,Used,,21,21.0,72.2,132.82,132.82,173.11,2025-10-15T07:21:31.526435
6752-1,Last 6 Months Sales,New,2.0,3,,105.93,110.46,108.95,115.0,2025-10-15T07:23:34.854770
6752-1,Last 6 Months Sales,Used,2.0,2,,52.5,55.15,55.15,57.81,2025-10-15T07:23:34.854770
6752-1,Current Items for Sale,New,,13,12.0,91.98,116.97,116.69,144.9,2025-10-15T07:23:34.854770
6752-1,Current Items for Sale,Used,,19,19.0,30.3,61.46,61.46,99.0,2025-10-15T07:23:34.854770
6754-1,Last 6 Months Sales,New,2.0,2,,93.79,105.4,105.4,117.0,2025-10-15T07:25:37.000574
6754-1,Last 6 Months Sales,Used,10.0,10,,42.71,51.93,51.93,62.5,2025-10-15T07:25:37.000574
6754-1,Current Items for Sale,New,,53,40.0,89.36,139.58,139.93,193.63,2025-10-15T07:25:37.000574
6754-1,Current Items for Sale,Used,,48,48.0,38.83,71.49,71.49,125.0,2025-10-15T07:25:37.000574
7097-1,Last 6 Months Sales,New,12.0,12,,214.44,322.21,322.21,399.13,2025-10-15T07:27:21.910800
7097-1,Last 6 Months Sales,Used,6.0,6,,212.57,267.43,267.43,313.13,2025-10-15T07:27:21.910800
7097-1,Current Items for Sale,New,,29,16.0,332.51,391.16,377.83,499.0,2025-10-15T07:27:21.910800
7097-1,Current Items for Sale,Used,,11,11.0,77.9,271.79,271.79,370.0,2025-10-15T07:27:21.910800
7633-1,Last 6 Months Sales,New,1.0,1,,174.92,174.92,174.92,174.92,2025-10-15T07:28:37.541921
7633-1,Last 6 Months Sales,Used,8.0,8,,60.31,79.89,79.89,96.75,2025-10-15T07:28:37.541921
7633-1,Current Items for Sale,New,,10,9.0,165.0,294.21,289.89,651.2,2025-10-15T07:28:37.541921
7633-1,Current Items for Sale,Used,,44,42.0,3.0,95.61,95.13,215.4,2025-10-15T07:28:37.541921
7642-1,Last 6 Months Sales,New,4.0,4,,156.81,204.23,204.23,250.0,2025-10-15T07:29:55.832222
7642-1,Last 6 Months Sales,Used,5.0,5,,78.0,87.66,87.66,98.02,2025-10-15T07:29:55.832222
7642-1,Current Items for Sale,New,,8,8.0,167.54,234.77,234.77,379.99,2025-10-15T07:29:55.832222
7642-1,Current Items for Sale,Used,,32,32.0,58.95,114.92,114.92,219.0,2025-10-15T07:29:55.832222
7754-1,Last 6 Months Sales,New,22.0,25,,89.0,198.21,191.39,259.99,2025-10-15T07:31:48.832515
7754-1,Last 6 Months Sales,Used,27.0,27,,33.74,102.94,102.94,152.16,2025-10-15T07:31:48.832515
7754-1,Current Items for Sale,New,,141,36.0,153.24,226.95,191.16,355.13,2025-10-15T07:31:48.832515
7754-1,Current Items for Sale,Used,,22,22.0,43.08,111.68,111.68,167.54,2025-10-15T07:31:48.832515
8038-1,Last 6 Months Sales,New,15.0,15,,8.79,238.58,238.58,342.24,2025-10-15T07:33:56.178336
8038-1,Last 6 Months Sales,Used,29.0,30,,4.28,127.77,123.66,213.19,2025-10-15T07:33:56.178336
8038-1,Current Items for Sale,New,,58,34.0,60.58,352.36,344.08,910.31,2025-10-15T07:33:56.178336
8038-1,Current Items for Sale,Used,,53,52.0,4.33,169.45,169.09,346.22,2025-10-15T07:33:56.178336
8186-1,Last 6 Months Sales,New,2.0,2,,100.84,111.8,111.8,122.76,2025-10-15T07:35:18.837571
8186-1,Last 6 Months Sales,Used,1.0,1,,68.22,68.22,68.22,68.22,2025-10-15T07:35:18.837571
8186-1,Current Items for Sale,New,,4,4.0,112.52,139.52,139.52,180.04,2025-10-15T07:35:18.837571
8186-1,Current Items for Sale,Used,,9,9.0,27.0,45.14,45.14,77.89,2025-10-15T07:35:18.837571
10199-1,Last 6 Months Sales,New,6.0,6,,165.89,185.03,185.03,219.0,2025-10-15T07:36:36.272609
10199-1,Last 6 Months Sales,Used,8.0,8,,40.0,109.81,109.81,149.17,2025-10-15T07:36:36.272609
10199-1,Current Items for Sale,New,,71,51.0,129.68,224.49,220.97,611.2,2025-10-15T07:36:36.272609
10199-1,Current Items for Sale,Used,,46,43.0,103.86,148.17,148.59,251.31,2025-10-15T07:36:36.272609
21005-1,Last 6 Months Sales,New,4.0,4,,241.14,328.09,328.09,404.72,2025-10-15T07:37:47.790334
21005-1,Last 6 Months Sales,Used,21.0,21,,73.66,136.71,136.71,238.96,2025-10-15T07:37:47.790334
21005-1,Current Items for Sale,New,,59,43.0,238.03,402.09,406.02,619.42,2025-10-15T07:37:47.790334
21005-1,Current Items for Sale,Used,,35,33.0,103.87,166.1,166.61,245.0,2025-10-15T07:37:47.790334
8864-1,Last 6 Months Sales,New,3.0,3,,63.97,87.63,87.63,103.09,2025-10-15T07:39:22.868378
8864-1,Last 6 Months Sales,Used,3.0,3,,29.29,31.75,31.75,35.0,2025-10-15T07:39:22.868378
8864-1,Current Items for Sale,New,,13,11.0,95.04,115.5,116.34,140.0,2025-10-15T07:39:22.868378
8864-1,Current Items for Sale,Used,,22,22.0,34.62,75.38,75.38,200.0,2025-10-15T07:39:22.868378
10155-1,Last 6 Months Sales,New,4.0,8,,204.73,233.22,224.52,299.0,2025-10-15T07:40:39.867113
10155-1,Last 6 Months Sales,Used,1.0,1,,219.0,219.0,219.0,219.0,2025-10-15T07:40:39.867113
10155-1,Current Items for Sale,New,,23,20.0,211.53,281.68,275.32,399.99,2025-10-15T07:40:39.867113
10155-1,Current Items for Sale,Used,,15,15.0,21.81,197.45,197.45,432.79,2025-10-15T07:40:39.867113
7573-1,Last 6 Months Sales,New,7.0,7,,85.07,158.5,158.5,229.99,2025-10-15T07:42:06.784413
7573-1,Last 6 Months Sales,Used,6.0,6,,101.97,121.37,121.37,165.0,2025-10-15T07:42:06.784413
7573-1,Current Items for Sale,New,,82,26.0,129.84,245.04,213.5,851.2,2025-10-15T07:42:06.784413
7573-1,Current Items for Sale,Used,,12,11.0,48.82,127.05,128.0,199.99,2025-10-15T07:42:06.784413
7939-1,Last 6 Months Sales,New,10.0,10,,21.0,262.24,262.24,353.17,2025-10-15T07:45:10.538490
7939-1,Last 6 Months Sales,Used,19.0,19,,18.6,121.72,121.72,215.3,2025-10-15T07:45:10.538490
7939-1,Current Items for Sale,New,,39,35.0,24.0,350.17,345.16,602.62,2025-10-15T07:45:10.538490
7939-1,Current Items for Sale,Used,,52,50.0,15.0,140.49,142.0,370.04,2025-10-15T07:45:10.538490
7946-1,Last 6 Months Sales,New,4.0,4,,197.36,314.96,314.96,381.59,2025-10-15T07:47:40.777245
7946-1,Last 6 Months Sales,Used,12.0,12,,139.39,180.27,180.27,265.18,2025-10-15T07:47:40.777245
7946-1,Current Items for Sale,New,,37,35.0,259.67,414.0,418.32,692.46,2025-10-15T07:47:40.777245
7946-1,Current Items for Sale,Used,,58,58.0,21.51,208.47,208.47,315.01,2025-10-15T07:47:40.777245
8129-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-15T07:49:46.618938
8129-1,Last 6 Months Sales,Used,11.0,11,,67.5,94.85,94.85,146.49,2025-10-15T07:49:46.618938
8129-1,Current Items for Sale,New,,36,30.0,155.8,240.97,237.0,519.35,2025-10-15T07:49:46.618938
8129-1,Current Items for Sale,Used,,43,38.0,76.51,125.04,125.08,189.95,2025-10-15T07:49:46.618938
8214-1,Last 6 Months Sales,New,2.0,3,,113.56,143.03,152.85,172.5,2025-10-15T07:51:36.891074
8214-1,Last 6 Months Sales,Used,0.0,0,,,,,,2025-10-15T07:51:36.891074
8214-1,Current Items for Sale,New,,9,8.0,168.79,273.86,267.48,558.47,2025-10-15T07:51:36.891074
8214-1,Current Items for Sale,Used,,16,16.0,86.56,136.44,136.44,199.0,2025-10-15T07:51:36.891074
8404-1,Last 6 Months Sales,New,5.0,5,,119.62,153.03,153.03,190.0,2025-10-15T07:53:29.760669
8404-1,Last 6 Months Sales,Used,6.0,6,,46.38,70.43,70.43,112.08,2025-10-15T07:53:29.760669
8404-1,Current Items for Sale,New,,39,35.0,127.2,194.15,192.58,752.0,2025-10-15T07:53:29.760669
8404-1,Current Items for Sale,Used,,29,29.0,9.23,108.82,108.82,259.0,2025-10-15T07:53:29.760669
3677-1,Last 6 Months Sales,New,10.0,10,,247.48,343.77,343.77,400.0,2025-10-15T07:55:36.262964
3677-1,Last 6 Months Sales,Used,7.0,7,,222.85,243.19,243.19,265.0,2025-10-15T07:55:36.262964
3677-1,Current Items for Sale,New,,21,16.0,251.31,357.86,348.03,500.0,2025-10-15T07:55:36.262964
3677-1,Current Items for Sale,Used,,8,8.0,74.25,232.23,232.23,300.0,2025-10-15T07:55:36.262964
4184-1,Last 6 Months Sales,New,15.0,16,,188.2,698.5,697.1,1086.86,2025-10-15T07:56:59.302111
4184-1,Last 6 Months Sales,Used,41.0,41,,164.83,382.47,382.47,634.07,2025-10-15T07:56:59.302111
4184-1,Current Items for Sale,New,,32,31.0,388.73,1126.72,1115.8,2230.48,2025-10-15T07:56:59.302111
4184-1,Current Items for Sale,Used,,42,42.0,251.31,514.99,514.99,1064.66,2025-10-15T07:56:59.302111
7066-1,Last 6 Months Sales,New,2.0,2,,160.49,166.51,166.51,172.53,2025-10-15T07:58:28.643516
7066-1,Last 6 Months Sales,Used,10.0,10,,50.0,99.61,99.61,119.99,2025-10-15T07:58:28.643516
7066-1,Current Items for Sale,New,,11,10.0,155.8,187.58,187.8,250.97,2025-10-15T07:58:28.643516
7066-1,Current Items for Sale,Used,,17,17.0,4.33,96.93,96.93,173.12,2025-10-15T07:58:28.643516
7327-1,Last 6 Months Sales,New,5.0,6,,187.51,298.28,279.82,373.96,2025-10-15T08:00:02.710788
7327-1,Last 6 Months Sales,Used,10.0,11,,5.11,152.05,138.69,244.64,2025-10-15T08:00:02.710788
7327-1,Current Items for Sale,New,,18,17.0,200.87,365.15,367.82,465.36,2025-10-15T08:00:02.710788
7327-1,Current Items for Sale,Used,,21,21.0,151.48,228.13,228.13,400.0,2025-10-15T08:00:02.710788
7498-1,Last 6 Months Sales,New,2.0,2,,139.55,146.16,146.16,152.78,2025-10-15T08:01:48.821301
7498-1,Last 6 Months Sales,Used,18.0,18,,34.24,54.73,54.73,69.12,2025-10-15T08:01:48.821301
7498-1,Current Items for Sale,New,,29,12.0,133.01,186.31,190.06,258.79,2025-10-15T08:01:48.821301
7498-1,Current Items for Sale,Used,,49,48.0,3.0,71.6,71.82,179.0,2025-10-15T08:01:48.821301
7879-1,Last 6 Months Sales,New,9.0,9,,139.16,171.69,171.69,199.98,2025-10-15T08:41:13.016990
7879-1,Last 6 Months Sales,Used,13.0,13,,47.08,104.7,104.7,155.45,2025-10-15T08:41:13.016990
7879-1,Current Items for Sale,New,,42,38.0,77.9,197.81,195.49,346.23,2025-10-15T08:41:13.016990
7879-1,Current Items for Sale,Used,,32,23.0,17.3,112.27,85.56,193.63,2025-10-15T08:41:13.016990
7962-1,Last 6 Months Sales,New,11.0,11,,84.03,173.07,173.07,239.99,2025-10-15T08:42:26.682894
7962-1,Last 6 Months Sales,Used,23.0,23,,21.36,99.82,99.82,153.11,2025-10-15T08:42:26.682894
7962-1,Current Items for Sale,New,,50,43.0,85.69,287.53,287.09,781.86,2025-10-15T08:42:26.682894
7962-1,Current Items for Sale,Used,,44,44.0,11.87,122.04,122.04,590.0,2025-10-15T08:42:26.682894
8679-1,Last 6 Months Sales,New,3.0,3,,120.99,122.83,122.83,126.49,2025-10-15T08:44:33.150017
8679-1,Last 6 Months Sales,Used,4.0,4,,7.81,57.54,57.54,88.03,2025-10-15T08:44:33.150017
8679-1,Current Items for Sale,New,,4,4.0,179.5,202.47,202.47,216.4,2025-10-15T08:44:33.150017
8679-1,Current Items for Sale,Used,,3,3.0,39.99,73.92,73.92,95.21,2025-10-15T08:44:33.150017
10222-1,Last 6 Months Sales,New,9.0,9,,155.0,365.41,365.41,488.06,2025-10-15T08:46:26.436097
10222-1,Last 6 Months Sales,Used,12.0,12,,121.04,201.61,201.61,256.94,2025-10-15T08:46:26.436097
10222-1,Current Items for Sale,New,,36,35.0,302.95,495.57,495.2,1125.25,2025-10-15T08:46:26.436097
10222-1,Current Items for Sale,Used,,27,27.0,151.48,257.46,257.46,375.0,2025-10-15T08:46:26.436097
4207-1,Last 6 Months Sales,New,2.0,2,,135.72,155.36,155.36,175.0,2025-10-15T08:48:32.190734
4207-1,Last 6 Months Sales,Used,5.0,5,,43.64,72.84,72.84,90.0,2025-10-15T08:48:32.190734
4207-1,Current Items for Sale,New,,25,21.0,121.67,173.24,169.51,250.0,2025-10-15T08:48:32.190734
4207-1,Current Items for Sale,Used,,25,25.0,7.5,154.5,154.5,1195.95,2025-10-15T08:48:32.190734
5887-1,Last 6 Months Sales,New,1.0,1,,192.15,192.15,192.15,192.15,2025-10-15T08:50:13.754284
5887-1,Last 6 Months Sales,Used,9.0,9,,52.27,114.46,114.46,139.09,2025-10-15T08:50:13.754284
5887-1,Current Items for Sale,New,,7,6.0,232.76,338.12,323.07,499.95,2025-10-15T08:50:13.754284
5887-1,Current Items for Sale,Used,,31,31.0,53.43,138.52,138.52,221.53,2025-10-15T08:50:13.754284
7347-1,Last 6 Months Sales,New,1.0,1,,86.99,86.99,86.99,86.99,2025-10-15T08:51:24.055694
7347-1,Last 6 Months Sales,Used,3.0,3,,39.99,41.55,41.55,42.77,2025-10-15T08:51:24.055694
7347-1,Current Items for Sale,New,,30,20.0,70.0,101.59,97.98,138.49,2025-10-15T08:51:24.055694
7347-1,Current Items for Sale,Used,,32,32.0,23.79,59.08,59.08,99.0,2025-10-15T08:51:24.055694
9395-1,Last 6 Months Sales,New,1.0,1,,150.0,150.0,150.0,150.0,2025-10-15T08:52:37.042458
9395-1,Last 6 Months Sales,Used,5.0,5,,25.46,37.18,37.18,44.27,2025-10-15T08:52:37.042458
9395-1,Current Items for Sale,New,,19,18.0,120.0,152.1,151.99,204.46,2025-10-15T08:52:37.042458
9395-1,Current Items for Sale,Used,,61,60.0,35.0,63.23,63.32,346.22,2025-10-15T08:52:37.042458
9450-1,Last 6 Months Sales,New,5.0,5,,340.89,356.26,356.26,399.55,2025-10-15T08:54:11.676908
9450-1,Last 6 Months Sales,Used,19.0,19,,66.6,170.87,170.87,275.0,2025-10-15T08:54:11.676908
9450-1,Current Items for Sale,New,,6,6.0,17.3,330.67,330.67,478.0,2025-10-15T08:54:11.676908
9450-1,Current Items for Sale,Used,,16,16.0,76.92,175.01,175.01,259.67,2025-10-15T08:54:11.676908
9468-1,Last 6 Months Sales,New,13.0,13,,121.0,254.64,254.64,300.0,2025-10-15T08:56:13.906740
9468-1,Last 6 Months Sales,Used,19.0,19,,78.18,137.93,137.93,191.41,2025-10-15T08:56:13.906740
9468-1,Current Items for Sale,New,,44,39.0,129.19,279.62,278.37,599.0,2025-10-15T08:56:13.906740
9468-1,Current Items for Sale,Used,,35,35.0,90.0,169.63,169.63,329.79,2025-10-15T08:56:13.906740
9473-1,Last 6 Months Sales,New,13.0,13,,221.61,284.55,284.55,377.0,2025-10-15T08:58:03.336894
9473-1,Last 6 Months Sales,Used,27.0,27,,57.67,185.67,185.67,254.99,2025-10-15T08:58:03.336894
9473-1,Current Items for Sale,New,,36,30.0,250.99,400.83,387.08,727.0,2025-10-15T08:58:03.336894
9473-1,Current Items for Sale,Used,,39,38.0,6.05,207.89,207.85,389.0,2025-10-15T08:58:03.336894
10226-1,Last 6 Months Sales,New,12.0,12,,121.86,207.86,207.86,310.56,2025-10-15T08:59:31.441576
10226-1,Last 6 Months Sales,Used,3.0,3,,51.55,89.74,89.74,115.0,2025-10-15T08:59:31.441576
10226-1,Current Items for Sale,New,,68,55.0,158.05,281.9,422.88,1904.28,2025-10-15T08:59:31.441576
10226-1,Current Items for Sale,Used,,36,36.0,72.4,152.55,152.55,259.67,2025-10-15T08:59:31.441576
79010-1,Last 6 Months Sales,New,18.0,20,,69.55,208.05,206.35,320.4,2025-10-15T09:01:36.417775
79010-1,Last 6 Months Sales,Used,19.0,19,,36.42,137.05,137.05,240.0,2025-10-15T09:01:36.417775
79010-1,Current Items for Sale,New,,49,40.0,46.92,309.78,302.88,801.0,2025-10-15T09:01:36.417775
79010-1,Current Items for Sale,Used,,27,26.0,53.06,158.64,163.83,300.0,2025-10-15T09:01:36.417775
31012-1,Last 6 Months Sales,New,1.0,1,,79.95,79.95,79.95,79.95,2025-10-15T09:03:15.167932
31012-1,Last 6 Months Sales,Used,8.0,8,,34.33,46.34,46.34,67.0,2025-10-15T09:03:15.167932
31012-1,Current Items for Sale,New,,57,36.0,74.01,122.96,127.9,173.12,2025-10-15T09:03:15.167932
31012-1,Current Items for Sale,Used,,48,45.0,38.95,68.44,69.73,124.0,2025-10-15T09:03:15.167932
60004-1,Last 6 Months Sales,New,4.0,4,,70.0,125.52,125.52,165.0,2025-10-15T09:04:49.801900
60004-1,Last 6 Months Sales,Used,15.0,15,,19.86,40.29,40.29,62.17,2025-10-15T09:04:49.801900
60004-1,Current Items for Sale,New,,21,17.0,98.67,144.09,145.77,207.7,2025-10-15T09:04:49.801900
60004-1,Current Items for Sale,Used,,61,59.0,6.15,56.28,57.55,129.95,2025-10-15T09:04:49.801900
60026-1,Last 6 Months Sales,New,0.0,0,,,,,,2025-10-15T09:06:10.175053
60026-1,Last 6 Months Sales,Used,3.0,3,,3.4,50.4,50.4,112.37,2025-10-15T09:06:10.175053
60026-1,Current Items for Sale,New,,72,55.0,43.23,161.17,160.02,315.66,2025-10-15T09:06:10.175053
60026-1,Current Items for Sale,Used,,30,30.0,16.01,96.98,96.98,149.0,2025-10-15T09:06:10.175053
70404-1,Last 6 Months Sales,New,2.0,2,,281.26,285.38,285.38,289.49,2025-10-15T09:07:21.197239
70404-1,Last 6 Months Sales,Used,21.0,21,,71.43,144.01,144.01,198.41,2025-10-15T09:07:21.197239
70404-1,Current Items for Sale,New,,55,41.0,243.25,390.92,370.71,691.58,2025-10-15T09:07:21.197239
70404-1,Current Items for Sale,Used,,55,54.0,10.0,197.37,198.33,298.48,2025-10-15T09:07:21.197239
75019-1,Last 6 Months Sales,New,11.0,11,,55.57,174.74,174.74,245.0,2025-10-15T09:09:20.154413
75019-1,Last 6 Months Sales,Used,38.0,38,,24.5,84.0,84.0,145.95,2025-10-15T09:09:20.154413
75019-1,Current Items for Sale,New,,52,43.0,160.01,272.04,264.92,475.0,2025-10-15T09:09:20.154413
75019-1,Current Items for Sale,Used,,98,94.0,30.0,123.29,122.12,605.9,2025-10-15T09:09:20.154413
75020-1,Last 6 Months Sales,New,9.0,9,,92.05,239.96,239.96,379.08,2025-10-15T09:10:38.439482
75020-1,Last 6 Months Sales,Used,23.0,23,,51.03,166.28,166.28,337.63,2025-10-15T09:10:38.439482
75020-1,Current Items for Sale,New,,88,78.0,151.9,393.07,392.97,1151.13,2025-10-15T09:10:38.439482
75020-1,Current Items for Sale,Used,,63,59.0,63.75,215.69,212.34,519.35,2025-10-15T09:10:38.439482
75025-1,Last 6 Months Sales,New,12.0,12,,110.0,401.23,401.23,520.0,2025-10-15T09:12:10.747225
75025-1,Last 6 Months Sales,Used,15.0,15,,75.0,224.63,224.63,360.0,2025-10-15T09:12:10.747225
75025-1,Current Items for Sale,New,,17,15.0,112.53,468.15,471.88,675.15,2025-10-15T09:12:10.747225
75025-1,Current Items for Sale,Used,,16,16.0,74.23,208.52,208.52,446.78,2025-10-15T09:12:10.747225
79008-1,Last 6 Months Sales,New,24.0,24,,94.37,322.25,322.25,450.0,2025-10-15T09:14:14.749797
79008-1,Last 6 Months Sales,Used,22.0,22,,43.35,229.55,229.55,339.0,2025-10-15T09:14:14.749797
79008-1,Current Items for Sale,New,,51,42.0,103.87,454.01,446.17,1101.0,2025-10-15T09:14:14.749797
79008-1,Current Items for Sale,Used,,11,10.0,105.53,266.77,276.61,389.99,2025-10-15T09:14:14.749797
79014-1,Last 6 Months Sales,New,10.0,10,,59.81,257.97,257.97,399.0,2025-10-15T09:15:30.428163
79014-1,Last 6 Months Sales,Used,10.0,10,,144.79,211.82,211.82,280.0,2025-10-15T09:15:30.428163
79014-1,Current Items for Sale,New,,45,36.0,100.09,333.04,338.86,721.0,2025-10-15T09:15:30.428163
79014-1,Current Items for Sale,Used,,23,20.0,47.61,167.74,182.03,350.0,2025-10-15T09:15:30.428163
60052-1,Last 6 Months Sales,New,14.0,14,,114.62,259.63,259.63,345.01,2025-10-15T09:16:45.547648
60052-1,Last 6 Months Sales,Used,22.0,22,,6.33,146.51,146.51,227.63,2025-10-15T09:16:45.547648
60052-1,Current Items for Sale,New,,72,51.0,180.0,347.49,342.45,749.0,2025-10-15T09:16:45.547648
60052-1,Current Items for Sale,Used,,48,48.0,15.0,201.0,201.0,350.0,2025-10-15T09:16:45.547648
10245-1,Last 6 Months Sales,New,22.0,23,,117.8,152.91,152.13,250.0,2025-10-15T09:17:57.379657
10245-1,Last 6 Months Sales,Used,9.0,9,,93.35,129.21,129.21,174.99,2025-10-15T09:17:57.379657
10245-1,Current Items for Sale,New,,146,111.0,136.94,232.14,231.16,901.2,2025-10-15T09:17:57.379657
10245-1,Current Items for Sale,Used,,41,41.0,89.06,152.31,152.31,210.0,2025-10-15T09:17:57.379657
21118-1,Last 6 Months Sales,New,2.0,2,,218.16,281.39,281.39,344.61,2025-10-15T09:19:40.650416
21118-1,Last 6 Months Sales,Used,16.0,16,,76.43,89.42,89.42,110.0,2025-10-15T09:19:40.650416
21118-1,Current Items for Sale,New,,11,10.0,38.0,236.87,236.66,346.23,2025-10-15T09:19:40.650416
21118-1,Current Items for Sale,Used,,26,26.0,30.77,103.87,103.87,150.0,2025-10-15T09:19:40.650416
42023-1,Last 6 Months Sales,New,2.0,2,,113.3,116.65,116.65,119.99,2025-10-15T09:21:22.328208
42023-1,Last 6 Months Sales,Used,2.0,2,,46.79,61.87,61.87,76.94,2025-10-15T09:21:22.328208
42023-1,Current Items for Sale,New,,20,9.0,105.3,203.39,243.32,505.99,2025-10-15T09:21:22.328208
42023-1,Current Items for Sale,Used,,25,25.0,23.43,64.98,64.98,218.48,2025-10-15T09:21:22.328208
42024-1,Last 6 Months Sales,New,6.0,6,,72.66,122.25,122.25,150.0,2025-10-15T09:23:10.954659
